VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018-11-01 00:02:22,2018-11-01 00:40:21,1,6.91,1,N,249,225,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76
2,2018-11-01 00:02:24,2018-11-01 00:31:04,1,7.86,1,N,107,227,1,27.0,0.5,0.5,7.08,0.0,0.3,35.38
2,2018-11-01 00:02:24,2018-11-01 00:08:04,1,0.93,1,N,90,170,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
1,2018-11-01 00:02:27,2018-11-01 00:07:55,1,0.5,1,N,113,113,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2018-11-01 00:02:30,2018-11-01 00:18:34,3,2.2,1,N,148,170,1,12.0,0.5,0.5,1.0,0.0,0.3,14.3
2,2018-11-01 00:02:31,2018-11-01 00:29:46,1,5.77,1,N,232,236,1,22.0,0.5,0.5,0.0,0.0,0.3,23.3
1,2018-11-01 00:02:32,2018-11-01 00:12:04,1,2.3,1,N,163,236,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
1,2018-11-01 00:02:39,2018-11-01 00:15:04,1,2.3,1,N,234,170,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8
1,2018-11-01 00:02:45,2018-11-01 00:07:43,1,0.7,1,N,249,249,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2018-11-01 00:02:46,2018-11-01 00:13:10,1,2.07,1,N,79,162,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
1,2018-11-01 00:02:49,2018-11-01 00:12:08,1,1.8,1,N,141,230,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2018-11-01 00:02:51,2018-11-01 00:07:00,1,0.86,1,N,249,125,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2018-11-01 00:02:57,2018-11-01 00:25:44,1,3.53,1,N,79,25,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
2,2018-11-01 00:02:58,2018-11-01 00:19:12,3,4.73,1,N,137,75,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
2,2018-11-01 00:02:59,2018-11-01 00:07:43,3,0.25,1,N,68,249,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2018-11-01 00:03:03,2018-11-01 00:05:22,1,0.4,1,N,144,231,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75
2,2018-11-01 00:03:06,2018-11-01 00:08:44,1,0.35,1,N,148,144,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2018-11-01 00:03:12,2018-11-01 00:41:12,2,9.98,1,N,249,39,1,33.0,0.5,0.5,0.0,0.0,0.3,34.3
2,2018-11-01 00:03:22,2018-11-01 00:12:33,2,2.16,1,N,7,223,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2018-11-01 00:03:22,2018-11-01 00:12:36,1,1.8,1,N,261,144,1,9.0,0.5,0.5,2.0,0.0,0.3,12.3
2,2018-11-01 00:03:24,2018-11-01 00:12:29,1,1.05,1,N,148,114,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2018-11-01 00:03:28,2018-11-01 00:08:46,1,1.7,1,N,262,229,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2018-11-01 00:03:28,2018-11-01 00:08:53,1,0.89,1,N,144,148,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2018-11-01 00:03:29,2018-11-01 00:52:00,2,13.91,1,N,68,136,1,46.0,0.5,0.5,0.0,0.0,0.3,47.3
1,2018-11-01 00:03:32,2018-11-01 00:15:08,1,0.1,1,N,249,234,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15
1,2018-11-01 00:03:37,2018-11-01 00:15:16,1,0.5,1,N,79,234,1,8.0,0.5,0.5,2.75,0.0,0.3,12.05
2,2018-11-01 00:03:45,2018-11-01 00:20:23,1,2.17,1,N,114,170,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8
2,2018-11-01 00:03:46,2018-11-01 00:09:58,2,0.84,1,N,161,162,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:03:50,2018-11-01 00:15:07,2,1.38,1,N,249,79,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:03:51,2018-11-01 00:21:55,2,6.64,1,N,146,66,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96
2,2018-11-01 00:03:57,2018-11-01 00:25:07,1,5.36,1,N,100,66,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76
1,2018-11-01 00:03:57,2018-11-01 00:10:58,1,1.8,1,N,163,107,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
1,2018-11-01 00:03:59,2018-11-01 00:23:33,2,3.9,1,N,234,75,1,16.0,0.5,0.5,2.5,0.0,0.3,19.8
2,2018-11-01 00:04:16,2018-11-01 00:30:58,6,8.91,1,N,141,78,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8
2,2018-11-01 00:04:19,2018-11-01 00:12:25,5,2.0,1,N,48,142,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
2,2018-11-01 00:04:20,2018-11-01 00:38:01,1,8.42,1,N,246,37,1,30.0,0.5,0.5,9.39,0.0,0.3,40.69
2,2018-11-01 00:04:20,2018-11-01 00:31:31,1,4.95,1,N,164,255,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16
1,2018-11-01 00:04:23,2018-11-01 00:14:54,1,1.2,1,N,148,231,1,8.5,0.5,0.5,0.1,0.0,0.3,9.9
2,2018-11-01 00:04:24,2018-11-01 00:07:44,2,0.27,1,N,107,107,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3
1,2018-11-01 00:04:27,2018-11-01 00:10:56,1,0.9,1,N,164,170,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:04:30,2018-11-01 00:41:32,5,5.38,1,N,249,112,1,26.5,0.5,0.5,5.0,0.0,0.3,32.8
2,2018-11-01 00:04:30,2018-11-01 00:16:29,1,2.68,1,N,234,142,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
2,2018-11-01 00:04:38,2018-11-01 00:26:45,1,8.31,1,N,230,243,1,26.0,0.5,0.5,5.46,0.0,0.3,32.76
1,2018-11-01 00:04:41,2018-11-01 00:21:45,1,6.6,1,N,48,244,1,21.0,0.5,0.5,4.45,0.0,0.3,26.75
2,2018-11-01 00:04:41,2018-11-01 00:15:14,1,2.08,1,N,162,113,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8
1,2018-11-01 00:04:42,2018-11-01 00:34:45,1,2.1,1,N,234,186,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8
2,2018-11-01 00:04:50,2018-11-01 00:48:04,2,6.28,1,N,249,36,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96
1,2018-11-01 00:04:51,2018-11-01 00:19:22,2,4.3,1,N,148,97,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
1,2018-11-01 00:04:52,2018-11-01 00:12:33,1,0.4,1,N,164,137,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2018-11-01 00:04:53,2018-11-01 00:14:28,1,1.7,1,N,186,48,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
2,2018-11-01 00:04:53,2018-11-01 00:31:58,1,3.09,1,N,230,114,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16
2,2018-11-01 00:04:57,2018-11-01 00:22:51,3,3.03,1,N,79,163,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36
1,2018-11-01 00:05:01,2018-11-01 00:06:47,1,0.4,1,N,82,82,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75
2,2018-11-01 00:05:01,2018-11-01 00:41:08,4,10.06,1,N,231,95,1,35.0,0.5,0.5,7.26,0.0,0.3,43.56
2,2018-11-01 00:05:08,2018-11-01 00:11:07,3,0.88,1,N,37,37,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2018-11-01 00:05:11,2018-11-01 00:08:43,1,1.5,1,N,48,239,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:05:15,2018-11-01 00:15:27,3,2.18,1,N,239,263,1,10.0,0.5,0.5,2.7,0.0,0.3,14.0
2,2018-11-01 00:05:16,2018-11-01 00:19:22,3,3.1,1,N,239,116,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2018-11-01 00:05:17,2018-11-01 00:28:59,1,3.5,1,N,209,48,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
2,2018-11-01 00:05:18,2018-11-01 00:19:49,1,3.91,1,N,100,75,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
2,2018-11-01 00:05:19,2018-11-01 00:19:45,1,6.41,1,N,45,229,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56
2,2018-11-01 00:05:24,2018-11-01 00:20:05,1,2.09,1,N,234,48,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
1,2018-11-01 00:05:25,2018-11-01 00:13:55,1,1.3,1,N,112,256,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
1,2018-11-01 00:05:28,2018-11-01 00:14:50,1,1.6,1,N,158,100,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2018-11-01 00:05:32,2018-11-01 00:37:49,2,10.7,1,N,113,89,1,34.0,0.5,0.5,8.2,5.76,0.3,49.26
2,2018-11-01 00:05:40,2018-11-01 00:17:01,3,1.43,1,N,48,162,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2018-11-01 00:05:43,2018-11-01 00:13:45,1,0.6,1,N,107,107,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35
1,2018-11-01 00:05:49,2018-11-01 00:22:48,1,2.9,1,N,100,231,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15
1,2018-11-01 00:05:50,2018-11-01 00:22:50,1,2.8,1,N,246,231,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15
2,2018-11-01 00:05:57,2018-11-01 00:16:43,1,2.33,1,N,164,140,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
2,2018-11-01 00:06:01,2018-11-01 00:15:08,2,1.77,1,N,161,234,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:06:02,2018-11-01 00:09:52,1,0.23,1,N,234,234,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36
1,2018-11-01 00:06:06,2018-11-01 00:24:01,0,2.8,1,N,249,230,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
2,2018-11-01 00:06:08,2018-11-01 00:37:43,1,11.58,1,N,137,133,2,35.5,0.5,0.5,0.0,0.0,0.3,36.8
1,2018-11-01 00:06:08,2018-11-01 00:13:08,0,0.7,1,N,79,107,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:06:11,2018-11-01 00:22:10,4,4.37,1,N,249,239,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76
2,2018-11-01 00:06:15,2018-11-01 00:28:23,1,6.93,1,N,161,261,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16
2,2018-11-01 00:06:29,2018-11-01 00:35:08,1,9.45,1,N,236,56,2,30.0,0.5,0.5,0.0,0.0,0.3,31.3
1,2018-11-01 00:06:36,2018-11-01 00:12:03,1,1.0,1,N,234,170,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:06:47,2018-11-01 00:19:23,5,2.41,1,N,148,13,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2018-11-01 00:06:53,2018-11-01 00:11:41,1,1.32,1,N,239,163,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2018-11-01 00:06:55,2018-11-01 00:25:35,1,4.37,1,N,256,190,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36
2,2018-11-01 00:06:57,2018-11-01 00:29:22,6,0.56,1,N,114,234,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
2,2018-11-01 00:07:00,2018-11-01 00:27:12,2,5.1,1,N,148,37,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
1,2018-11-01 00:07:07,2018-11-01 00:58:30,1,14.3,1,N,238,39,1,46.5,0.5,0.5,5.0,0.0,0.3,52.8
2,2018-11-01 00:07:11,2018-11-01 00:28:35,5,4.3,1,N,158,145,2,16.5,0.5,0.5,0.0,5.76,0.3,23.56
2,2018-11-01 00:07:16,2018-11-01 00:31:06,2,3.32,1,N,211,211,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36
2,2018-11-01 00:07:16,2018-11-01 00:18:12,2,3.73,1,N,87,79,1,13.0,0.5,0.5,2.0,0.0,0.3,16.3
1,2018-11-01 00:07:17,2018-11-01 00:07:40,1,3.7,1,N,143,143,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8
1,2018-11-01 00:07:18,2018-11-01 00:27:09,1,1.5,1,N,186,113,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85
2,2018-11-01 00:07:18,2018-11-01 00:15:37,6,1.56,1,N,142,237,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2018-11-01 00:07:23,2018-11-01 00:14:08,1,1.15,1,N,68,90,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2018-11-01 00:07:24,2018-11-01 00:27:05,1,1.77,1,N,90,148,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
2,2018-11-01 00:07:29,2018-11-01 00:19:54,2,2.68,1,N,170,239,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
2,2018-11-01 00:07:40,2018-11-01 00:42:33,3,8.74,1,N,249,260,2,33.0,0.5,0.5,0.0,0.0,0.3,34.3
2,2018-11-01 00:07:46,2018-11-01 00:28:09,1,4.11,1,N,230,148,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76
1,2018-11-01 00:07:46,2018-11-01 00:19:21,1,1.8,1,N,234,162,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
1,2018-11-01 00:07:47,2018-11-01 00:17:42,2,2.3,1,N,158,162,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2018-11-01 00:07:48,2018-11-01 00:14:48,1,0.87,1,N,233,164,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
2,2018-11-01 00:07:51,2018-11-01 00:11:28,1,0.98,1,N,164,48,1,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2018-11-01 00:07:51,2018-11-01 00:18:17,1,2.79,1,N,17,112,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
1,2018-11-01 00:07:55,2018-11-01 00:44:15,1,18.6,1,N,231,64,1,52.0,0.5,0.5,10.65,0.0,0.3,63.95
2,2018-11-01 00:07:59,2018-11-01 00:14:30,2,1.64,1,N,163,237,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2018-11-01 00:08:07,2018-11-01 00:17:56,6,2.96,1,N,263,168,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2018-11-01 00:08:14,2018-11-01 00:12:52,1,0.83,1,N,74,75,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2018-11-01 00:08:14,2018-11-01 00:23:57,4,2.84,1,N,100,79,1,12.5,0.5,0.5,0.0,0.0,0.3,13.8
2,2018-11-01 00:08:16,2018-11-01 00:18:11,1,3.03,1,N,229,74,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2018-11-01 00:08:16,2018-11-01 00:21:53,1,4.2,1,N,170,151,3,14.0,0.5,0.5,0.0,0.0,0.3,15.3
2,2018-11-01 00:08:19,2018-11-01 00:19:32,1,4.44,1,N,107,263,1,15.0,0.5,0.5,2.44,0.0,0.3,18.74
1,2018-11-01 00:08:21,2018-11-01 00:18:46,1,2.9,1,N,230,238,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
1,2018-11-01 00:08:26,2018-11-01 00:17:48,1,2.0,1,N,140,236,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
2,2018-11-01 00:08:26,2018-11-01 00:10:10,6,0.41,1,N,48,48,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0
4,2018-11-01 00:08:32,2018-11-01 00:22:55,1,3.87,1,N,100,13,1,14.0,0.5,0.5,2.0,0.0,0.3,17.3
2,2018-11-01 00:08:34,2018-11-01 00:14:25,1,2.32,1,N,137,4,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:08:36,2018-11-01 00:13:29,1,0.76,1,N,79,114,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2018-11-01 00:08:37,2018-11-01 00:31:45,1,3.9,1,N,113,237,1,17.0,0.5,0.5,3.0,0.0,0.3,21.3
2,2018-11-01 00:08:40,2018-11-01 00:21:33,1,1.78,1,N,79,162,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2018-11-01 00:08:46,2018-11-01 00:20:28,1,0.25,1,N,246,142,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:08:47,2018-11-01 00:15:00,1,0.81,1,N,100,50,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2018-11-01 00:08:53,2018-11-01 00:14:12,2,0.98,1,N,233,161,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2018-11-01 00:08:59,2018-11-01 00:21:43,1,2.61,1,N,79,137,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2018-11-01 00:08:59,2018-11-01 00:23:13,6,2.98,1,N,114,48,1,12.5,0.5,0.5,1.5,0.0,0.3,15.3
1,2018-11-01 00:09:01,2018-11-01 00:21:43,1,1.7,1,N,148,158,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8
2,2018-11-01 00:09:19,2018-11-01 00:27:19,1,0.2,1,N,234,113,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38
4,2018-11-01 00:09:23,2018-11-01 00:12:50,1,0.75,1,N,142,48,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2018-11-01 00:09:26,2018-11-01 00:24:47,1,2.8,1,N,249,48,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8
